"","D3","D2"
"36220",1,222
"36221",1,4983
"36222",1,4857
"36223",1,3631
"36224",1,5280
"36225",1,3845
"36226",1,3393
"36227",1,4336
"36228",1,3177
"36229",2,2215
"36230",2,3583
"36231",2,3647
"36232",2,1988
"36233",2,5042
"36234",1,3204
"36235",2,2179
"36236",1,2355
"36237",2,3057
"36238",1,3750
"36239",1,3951
"36240",1,2938
"36241",1,4752
"36242",1,2591
"36243",1,4002
"36244",1,4327
"36245",1,1058
"36246",2,4000
"36247",1,3728
"36248",1,3879
"36249",1,4536
"36250",2,1203
"36251",1,3563
"36252",2,4025
"36253",1,4074
"36254",1,5184
"36255",1,4528
"36256",1,3375
"36257",1,13161
"36258",1,5119
"36259",2,5425
"36260",1,3767
"36261",1,528
"36262",1,3624
"36263",1,4621
"36264",1,4776
"36265",1,3928
"36266",1,4475
"36267",2,3587
"36268",2,3594
"36269",1,5524
"36270",1,4629
"36271",2,2812
"36272",1,1637
"36273",1,3885
"36274",2,4664
"36275",1,6042
"36276",2,377
"36277",2,3642
"36278",1,4330
"36279",1,4024
"36280",1,4968
"36281",1,1387
"36282",1,2439
"36283",1,718
"36284",1,4201
"36285",1,5095
"36286",2,610
"36287",1,3390
"36288",1,3210
"36289",2,1741
"36290",2,7468
"36291",1,1256
"36292",1,3864
"36293",1,4304
"36294",2,3222
"36295",1,2035
"36296",2,4119
"36297",2,2859
"36298",2,4479
"36299",1,6961
"36300",2,4769
"36301",2,990
"36302",1,1920
"36303",2,3113
"36304",2,3723
"36305",1,4246
"36306",2,3717
"36307",2,3945
"36308",2,1079
"36309",2,4962
"36310",2,811
"36311",1,2009
"36312",1,3787
"36313",1,907
"36314",2,3699
"36315",1,4281
"36316",1,604
"36317",2,3401
"36318",1,3671
"36319",2,2086
"36320",1,3153
"36321",2,3691
"36322",1,4291
"36323",1,4634
"36324",1,1269
"36325",2,4770
"36326",1,4072
"36327",1,2544
"36328",1,500
"36329",2,2262
"36330",1,4040
"36331",1,2587
"36332",1,4382
"36333",2,2907
"36334",1,4632
"36335",1,4521
"36336",2,3073
"36337",2,4942
"36338",1,5388
"36339",1,4029
"36340",2,2515
"36341",1,3586
"36342",1,2671
"36343",1,3675
"36344",1,382
"36345",1,4037
"36346",1,4275
"36347",1,3062
"36348",2,4448
"36349",1,4350
"36350",1,2731
"36351",2,3166
"36352",1,4062
"36353",1,3976
"36354",2,3926
"36355",2,6232
"36356",1,3226
"36357",1,6122
"36358",1,2920
"36359",1,956
"36360",1,5324
"36361",2,1980
"36362",1,2512
"36363",2,4892
"36364",1,972
"36365",1,4184
"36366",1,2076
"36367",1,2960
"36368",2,3094
"36369",2,5936
"36370",1,6364
"36371",2,4706
"36372",1,5896
"36373",1,3188
"36374",2,4761
"36375",1,4497
"36376",2,2480
"36377",1,4503
"36378",1,4452
"36379",2,681
"36380",1,6024
"36381",1,624
"36382",1,6708
"36383",2,4114
"36384",1,4782
"36385",1,3544
"36386",1,4310
"36387",1,4278
"36388",1,3922
"36389",1,5515
"36390",1,1201
"36391",2,3000
"36392",1,3643
"36393",1,6175
"36394",1,3915
"36395",1,25727
"36396",1,1043
"36397",2,2277
"36398",2,7680
"36399",1,2830
"36400",1,1107
"36401",1,3270
"36402",2,4161
"36403",1,2687
"36404",1,3945
"36405",1,5687
"36406",2,2396
"36407",2,4013
"36408",2,1022
"36409",2,4451
"36410",2,4344
"36411",1,4063
"36412",1,4020
"36413",1,7092
"36414",1,128
"36415",1,3580
"36416",2,2444
"36417",1,3048
"36418",1,3101
"36419",1,1002
"36420",2,4189
"36421",1,3221
"36422",1,547
"36423",2,873
"36424",1,4242
"36425",1,1927
"36426",1,2932
"36427",1,5787
"36428",1,2718
"36429",1,3105
"36430",1,709
"36431",2,1380
"36432",1,2865
"36433",1,3108
"36434",1,4027
"36435",1,6220
"36436",1,5464
"36437",1,1610
"36438",1,3855
"36439",1,1190
"36440",2,2068
"36441",1,5437
"36442",1,3626
"36443",1,1930
"36444",2,489
"36445",2,3191
"36446",2,1632
"36447",1,1764
"36448",2,1372
"36449",1,2137
"36450",1,3087
"36451",3,3155
"36452",2,1717
"36453",1,3276
"36454",1,3697
"36455",1,2421
"36456",1,1284
"36457",1,2848
"36458",1,367
"36459",1,9118
"36460",1,288
"36461",1,3768
"36462",2,5042
"36463",1,4251
"36464",1,5626
"36465",1,411
"36466",2,3523
"36467",1,4571
"36468",2,4042
"36469",2,4286
"36470",2,1771
"36471",1,4713
"36472",1,3701
"36473",1,2529
"36474",1,5246
"36475",2,2655
"36476",1,3005
"36477",2,3742
"36478",1,4409
"36479",1,9080
"36480",3,348
"36481",1,3083
"36482",2,3105
"36483",1,2917
"36484",1,3401
"36485",1,865
"36486",2,3476
"36487",2,3223
"36488",1,1594
"36489",3,1937
"36490",1,4042
"36491",1,2462
"36492",1,3306
"36493",1,4379
"36494",1,479
"36495",1,2169
"36496",1,4263
"36497",2,2696
"36498",1,889
"36499",1,7905
"36500",1,5035
"36501",1,5564
"36502",1,1696
"36503",1,4912
"36504",1,473
"36505",2,5374
"36506",1,141
"36507",1,383
"36508",1,362
"36509",1,1475
"36510",1,4064
"36511",2,4260
"36512",1,3319
"36513",1,4030
"36514",1,1869
"36515",2,5616
"36516",1,4978
"36517",1,874
"36518",1,4104
"36519",1,3006
"36520",2,4967
"36521",3,2002
"36522",1,4526
"36523",1,1656
"36524",2,5396
"36525",2,781
"36526",1,4826
"36527",2,357
"36528",1,3646
"36529",1,1162
"36530",2,1736
"36531",1,3572
"36532",2,3678
"36533",1,1914
"36534",1,2670
"36535",1,3222
"36536",2,2890
"36537",2,1508
"36538",2,2849
"36539",3,1049
"36540",1,4933
"36541",2,3721
"36542",1,2148
"36543",2,2465
"36544",2,3287
"36545",1,2577
"36546",2,3717
"36547",1,722
"36548",2,3083
"36549",1,5052
"36550",2,3550
"36551",1,3459
"36552",1,2697
"36553",1,275
"36554",1,5285
"36555",1,12
"36556",1,8
"36557",1,3827
"36558",1,4074
"36559",2,2507
"36560",1,2879
"36561",1,5195
"36562",1,4013
"36563",1,1144
"36564",1,4059
"36565",1,1147
"36566",1,5138
"36567",1,7416
"36568",2,4226
"36569",2,4394
"36570",1,3298
"36571",1,2755
"36572",1,3585
"36573",2,3162
"36574",2,1105
"36575",1,3445
"36576",1,2780
"36577",2,2547
"36578",1,307
"36579",2,4429
"36580",1,548
"36581",1,2284
"36582",1,3047
"36583",1,845
"36584",1,3086
"36585",2,3820
"36586",1,2021
"36587",2,5354
"36588",2,4777
"36589",1,4363
"36590",1,5994
"36591",1,4920
"36592",1,4939
"36593",1,5587
"36594",1,2765
"36595",2,1496
"36596",1,3230
"36597",1,5722
"36598",1,5191
"36599",2,1684
"36600",1,823
"36601",1,4883
"36602",1,1177
"36603",1,16678
"36604",1,16665
"36605",1,3104
"36606",1,4289
"36607",1,4060
"36608",1,2948
"36609",2,526
"36610",1,166
"36611",1,4847
"36612",1,4884
"36613",2,4510
"36614",2,2008
"36615",1,3444
"36616",1,617
"36617",2,5868
"36618",1,2633
"36619",1,3770
"36620",1,3071
"36621",1,312
"36622",2,3424
"36623",1,4149
"36624",1,4560
"36625",1,1076
"36626",2,1542
"36627",1,2982
"36628",2,4347
"36629",2,2965
"36630",1,3171
"36631",2,3425
"36632",1,2491
"36633",1,2635
"36634",2,1137
"36635",1,3179
"36636",2,5258
"36637",1,4422
"36638",1,5665
"36639",1,5701
"36640",1,4945
"36641",1,6336
"36642",1,2580
"36643",1,3783
"36644",1,3164
"36645",1,2402
"36646",1,2344
"36647",1,910
"36648",2,4445
"36649",1,4734
"36650",1,21698
"36651",2,2864
"36652",1,3734
"36653",1,3884
"36654",1,4617
"36655",2,3422
"36656",1,3155
"36657",2,3847
"36658",1,3659
"36659",1,3822
"36660",1,1707
"36661",2,3024
"36662",1,3704
"36663",1,717
"36664",2,3139
"36665",1,4317
"36666",1,378
"36667",1,4396
"36668",2,2710
"36669",1,4138
"36670",1,5643
"36671",1,4362
"36672",1,4224
"36673",1,2851
"36674",1,3465
"36675",2,3458
"36676",1,4892
"36677",2,4515
"36678",1,6339
"36679",1,5496
"36680",1,4748
"36681",2,940
"36682",1,5060
"36683",2,3702
"36684",1,4108
"36685",1,692
"36686",2,3960
"36687",1,683
"36688",1,2105
"36689",1,3277
"36690",1,1346
"36691",1,4263
"36692",1,4260
"36693",1,4677
"36694",1,3859
"36695",2,1125
"36696",1,296
"36697",1,3811
"36698",2,1023
"36699",2,3015
"36700",2,3837
"36701",2,931
"36702",1,325
"36703",1,2823
"36704",1,3601
"36705",1,3801
"36706",2,2509
"36707",1,5349
"36708",1,5920
"36709",1,1545
"36710",2,1458
"36711",1,819
"36712",2,3221
"36713",1,2708
"36714",1,842
"36715",2,927
"36716",1,2663
"36717",1,25516
"36718",2,2910
"36719",1,1253
"36720",2,771
"36721",1,1029
"36722",1,385
"36723",1,3501
"36724",1,292
"36725",1,2711
"36726",1,3782
"36727",1,3124
"36728",1,3469
"36729",1,1992
"36730",1,3250
"36731",1,11257
"36732",2,3771
"36733",1,5651
"36734",1,5115
"36735",1,3228
"36736",1,4248
"36737",2,2990
"36738",1,6669
"36739",2,4074
"36740",1,3837
"36741",1,345
"36742",1,4305
"36743",2,2784
"36744",2,4769
"36745",1,7213
"36746",1,1349
"36747",1,3390
"36748",2,4623
"36749",1,4704
"36750",2,5256
"36751",1,6861
"36752",2,1914
"36753",2,4596
"36754",1,4214
"36755",2,7341
"36756",1,2462
"36757",1,5460
"36758",1,1755
"36759",1,4482
"36760",2,5172
"36761",1,8512
"36762",2,4009
"36763",1,4727
"36764",1,5624
"36765",2,3505
"36766",1,4635
"36767",2,3789
"36768",1,3449
"36769",1,4478
"36770",2,171
"36771",1,3691
"36772",2,3763
"36773",2,3308
"36774",1,396
"36775",2,1250
"36776",2,2345
"36777",2,1966
"36778",2,4818
"36779",1,2737
"36780",2,2901
"36781",1,3646
"36782",1,4435
"36783",1,4352
"36784",1,2338
"36785",1,652
"36786",2,3526
"36787",1,5370
"36788",1,1578
"36789",2,4881
"36790",2,1455
"36791",1,3221
"36792",1,940
"36793",2,3525
"36794",1,4620
"36795",2,2521
"36796",1,4860
"36797",1,5027
"36798",1,217
"36799",3,3546
"36800",1,5573
"36801",1,5745
"36802",2,1481
"36803",1,4038
"36804",1,5332
"36805",1,4438
"36806",1,1004
"36807",1,1173
"36808",1,3692
"36809",1,4506
"36810",2,1134
"36811",1,4108
"36812",2,1318
"36813",2,2777
"36814",1,1317
"36815",1,6015
"36816",2,2492
"36817",1,1732
"36818",2,3993
"36819",1,4658
"36820",1,4339
"36821",2,6779
"36822",1,5487
"36823",2,3891
"36824",1,3789
"36825",1,2535
"36826",2,2364
"36827",1,4596
"36828",1,371
"36829",1,8419
"36830",1,3753
"36831",1,5711
"36832",1,4662
"36833",1,2341
"36834",1,3127
"36835",2,722
"36836",1,4706
"36837",2,2480
"36838",1,2085
"36839",1,2565
"36840",2,3297
"36841",1,293
"36842",1,3937
"36843",2,2607
"36844",1,455
"36845",2,5584
"36846",1,2744
"36847",2,3752
"36848",1,22789
"36849",1,449
"36850",1,2704
"36851",1,3947
"36852",1,2803
"36853",1,4916
"36854",1,480
"36855",1,3689
"36856",2,4013
"36857",1,3624
"36858",2,3530
"36859",2,2944
"36860",1,2302
"36861",1,3496
"36862",1,4441
"36863",1,2621
"36864",1,403
"36865",1,3323
"36866",1,602
"36867",1,1333
"36868",2,3887
"36869",1,1206
"36870",1,4188
"36871",1,3807
"36872",2,3154
"36873",1,5265
"36874",2,718
"36875",1,2832
"36876",2,2936
"36877",1,3650
"36878",1,2375
"36879",1,3929
"36880",1,7397
"36881",1,8602
"36882",1,2835
"36883",1,3003
"36884",2,3134
"36885",1,6020
"36886",2,4204
"36887",1,4758
"36888",1,2830
"36889",1,2953
"36890",1,1160
"36891",1,1796
"36892",1,262
"36893",1,6312
"36894",1,679
"36895",1,3639
"36896",2,2509
"36897",2,3448
"36898",1,231
"36899",1,4004
"36900",1,4450
"36901",2,2540
"36902",2,1754
"36903",1,4124
"36904",2,1867
"36905",1,4478
"36906",2,2630
"36907",1,4206
"36908",1,199
"36909",1,638
"36910",2,3165
"36911",1,4056
"36912",1,6086
"36913",1,3341
"36914",1,2805
"36915",1,4916
"36916",1,5401
"36917",2,2624
"36918",1,3138
"36919",2,3678
"36920",1,5186
"36921",1,3187
"36922",2,4687
"36923",1,2021
"36924",2,1688
"36925",1,4744
"36926",2,1525
"36927",1,5948
"36928",2,4153
"36929",1,1890
"36930",1,394
"36931",1,4104
"36932",1,4953
"36933",2,5495
"36934",1,3797
"36935",1,3740
"36936",2,953
"36937",2,1193
"36938",1,136
"36939",1,4798
"36940",2,3988
"36941",1,6123
"36942",1,3734
"36943",2,4403
"36944",2,2608
"36945",2,478
"36946",1,5068
"36947",1,2647
"36948",2,4702
"36949",2,4023
"36950",1,4496
"36951",3,4198
"36952",1,4467
"36953",2,2832
"36954",1,3593
"36955",2,4550
"36956",1,3159
"36957",2,3526
"36958",2,3481
"36959",1,3986
"36960",1,3459
"36961",2,3920
"36962",1,1016
"36963",1,4027
"36964",1,4134
"36965",1,2058
"36966",2,3954
"36967",1,4461
"36968",1,5481
"36969",1,2986
"36970",1,1561
"36971",1,1012
"36972",1,3740
"36973",2,3025
"36974",2,4556
"36975",2,3544
"36976",1,3373
"36977",1,4541
"36978",1,4447
"36979",2,892
"36980",1,4193
"36981",2,5735
"36982",1,4054
"36983",1,4040
"36984",1,3792
"36985",1,5468
"36986",2,1181
"36987",1,977
"36988",1,3899
"36989",1,3146
"36990",2,1278
"36991",1,3418
"36992",2,3377
"36993",1,3693
"36994",2,1928
"36995",2,3575
"36996",1,1008
"36997",1,76
"36998",1,3429
"36999",1,4804
"37000",1,3199
"37001",2,767
"37002",2,2628
"37003",1,3786
"37004",1,127
"37005",1,3447
"37006",2,4074
"37007",1,1915
"37008",1,3722
"37009",1,1767
"37010",1,4426
"37011",1,3878
"37012",2,1517
"37013",1,2345
"37014",1,3948
"37015",1,4274
"37016",2,3218
"37017",2,4016
"37018",1,2263
"37019",1,4518
"37020",1,5269
"37021",1,6301
"37022",1,3797
"37023",1,2378
"37024",1,1402
"37025",1,3771
"37026",1,695
"37027",1,14
"37028",2,881
"37029",1,107
"37030",2,5935
"37031",2,3346
"37032",1,856
"37033",1,3810
"37034",1,4333
"37035",2,3360
"37036",1,2286
"37037",1,107
"37038",1,524
"37039",2,982
"37040",1,3118
"37041",2,3798
"37042",2,404
"37043",1,3907
"37044",1,395
"37045",1,3569
"37046",1,3406
"37047",2,2816
"37048",1,182
"37049",2,4302
"37050",1,5236
"37051",1,5213
"37052",1,3904
"37053",1,5068
"37054",1,3422
"37055",2,3878
"37056",1,1086
"37057",1,3771
"37058",2,3196
"37059",1,383
"37060",1,3556
"37061",1,6403
"37062",1,3909
"37063",2,2167
"37064",1,3845
"37065",2,3977
"37066",1,4602
"37067",1,1299
"37068",2,2261
"37069",1,4742
"37070",1,1758
"37071",1,23578
"37072",2,3068
"37073",1,3743
"37074",2,3739
"37075",1,2741
"37076",1,640
"37077",1,2620
"37078",2,3235
"37079",2,1108
"37080",1,822
"37081",2,4540
"37082",1,4007
"37083",1,4787
"37084",2,426
"37085",1,3709
"37086",1,3680
"37087",2,5007
"37088",1,3810
"37089",1,4269
"37090",1,1523
"37091",1,3202
"37092",1,2707
"37093",1,4912
"37094",1,2411
"37095",1,1284
"37096",2,3241
"37097",2,2454
"37098",1,1234
"37099",1,3424
"37100",1,4020
"37101",1,2805
"37102",2,3704
"37103",2,4546
"37104",1,3482
"37105",1,3677
"37106",1,4707
"37107",1,3612
"37108",2,3892
"37109",1,5467
"37110",2,2032
"37111",2,1686
"37112",2,2665
"37113",2,3054
"37114",1,3541
"37115",2,5110
"37116",1,3564
"37117",2,1693
"37118",1,3221
"37119",1,542
"37120",1,4086
"37121",1,21949
"37122",1,3398
"37123",2,898
"37124",2,2222
"37125",1,3626
"37126",1,861
"37127",1,12830
"37128",1,1210
"37129",1,5343
"37130",1,4788
"37131",2,883
"37132",1,3111
"37133",2,4685
"37134",1,2587
"37135",1,1458
"37136",1,1601
"37137",1,4017
"37138",1,3790
"37139",1,867
"37140",1,3937
"37141",2,2918
"37142",2,5963
"37143",2,1651
"37144",1,4845
"37145",2,752
"37146",1,4371
"37147",2,3897
"37148",2,737
"37149",1,3259
"37150",2,3864
"37151",2,232
"37152",1,2686
"37153",1,2742
"37154",2,3617
"37155",1,213
"37156",1,5093
"37157",2,3087
"37158",1,3297
"37159",2,1045
"37160",1,2931
"37161",2,3930
"37162",2,35
"37163",1,4290
"37164",1,6398
"37165",1,5178
"37166",1,3314
"37167",1,3336
"37168",1,1450
"37169",1,2555
"37170",1,3003
"37171",1,2228
"37172",2,3390
"37173",1,2879
"37174",1,3115
"37175",1,3732
"37176",1,2941
"37177",1,3132
"37178",1,2168
"37179",1,152
"37180",2,3418
"37181",1,3447
"37182",2,2533
"37183",1,2453
"37184",2,3334
"37185",1,850
"37186",1,1406
"37187",1,4494
"37188",1,4548
"37189",1,2300
"37190",2,2990
"37191",1,2287
"37192",1,3805
"37193",2,4309
"37194",1,3725
"37195",2,5447
"37196",1,4200
"37197",1,2627
"37198",2,938
"37199",1,3697
"37200",2,1005
"37201",1,4192
"37202",1,3516
"37203",1,5301
"37204",1,4499
"37205",2,3749
"37206",1,4499
"37207",1,524
"37208",1,3057
"37209",1,2479
"37210",1,3400
"37211",1,5110
"37212",2,3286
"37213",1,750
"37214",3,3791
"37215",1,1743
"37216",2,3432
"37217",1,3798
"37218",2,3008
"37219",1,7783
"37220",1,3004
"37221",2,4463
"37222",1,3955
"37223",2,2466
"37224",1,4196
"37225",2,6617
"37226",2,6533
"37227",1,4538
"37228",1,5861
"37229",1,3964
"37230",1,4571
"37231",1,65
"37232",1,5431
"37233",1,4941
"37234",2,4486
"37235",1,2504
"37236",1,4921
"37237",1,3402
"37238",1,2700
"37239",1,23094
"37240",1,3152
"37241",1,3318
"37242",1,234
"37243",1,1118
"37244",2,3474
"37245",2,4545
"37246",2,3916
"37247",1,922
"37248",1,5819
"37249",1,5378
"37250",1,5713
"37251",1,5619
"37252",1,3292
"37253",1,5047
"37254",1,5021
"37255",1,3757
"37256",1,5898
"37257",1,1281
"37258",1,3248
"37259",2,3361
"37260",1,7990
"37261",2,2090
"37262",1,5437
"37263",1,5546
"37264",1,4706
"37265",1,4571
"37266",2,5344
"37267",1,1434
"37268",1,7214
"37269",1,4986
"37270",1,5584
"37271",1,4644
"37272",1,3938
"37273",2,702
"37274",2,4492
"37275",1,1812
"37276",1,5799
"37277",1,4616
"37278",1,3826
"37279",1,3326
"37280",1,5887
"37281",1,3727
"37282",1,2958
"37283",2,2952
"37284",1,4412
"37285",1,940
"37286",2,1721
"37287",1,2990
"37288",1,25075
"37289",1,5254
"37290",1,5032
"37291",2,2114
"37292",1,2226
"37293",1,1949
"37294",2,2961
"37295",2,1742
"37296",1,2712
"37297",2,4547
"37298",1,2731
"37299",1,3647
"37300",1,5706
"37301",2,2935
"37302",1,4948
"37303",2,4156
"37304",2,3119
"37305",1,5390
"37306",1,388
"37307",1,4482
"37308",1,3644
"37309",1,780
"37310",1,893
"37311",1,3799
"37312",2,2400
"37313",1,4477
"37314",1,2173
"37315",2,508
"37316",1,1882
"37317",1,4591
"37318",2,3135
"37319",2,6645
"37320",2,4239
"37321",1,5251
"37322",1,7803
"37323",1,3275
"37324",1,3586
"37325",1,1047
"37326",1,3073
"37327",1,2779
"37328",1,5941
"37329",1,5235
"37330",1,5091
"37331",2,4181
"37332",1,4221
"37333",1,2688
"37334",1,2980
"37335",1,5110
"37336",2,2846
"37337",1,1843
"37338",2,1019
"37339",1,4607
"37340",1,315
"37341",1,1709
"37342",2,4993
"37343",1,3794
"37344",1,4373
"37345",2,4552
"37346",2,123
"37347",2,1071
"37348",1,2959
"37349",1,799
"37350",1,177
"37351",1,2367
"37352",1,4219
"37353",1,5297
"37354",1,4227
"37355",1,5780
"37356",2,491
"37357",2,1925
"37358",2,1896
"37359",1,4342
"37360",1,460
"37361",1,3897
"37362",2,4072
"37363",2,3494
"37364",2,5394
"37365",1,897
"37366",1,575
"37367",1,2789
"37368",1,3968
"37369",1,5224
"37370",1,900
"37371",2,2235
"37372",1,4130
"37373",1,3494
"37374",1,943
"37375",2,2610
"37376",1,3435
"37377",2,2447
"37378",1,4035
"37379",2,3572
"37380",2,2158
"37381",3,672
"37382",2,1923
"37383",2,3795
"37384",2,2529
"37385",2,2897
"37386",1,304
"37387",1,4564
"37388",2,4697
"37389",1,5844
"37390",1,3074
"37391",1,4367
"37392",1,5104
"37393",1,4527
"37394",1,2236
"37395",2,2257
"37396",2,1698
"37397",2,3457
"37398",1,272
"37399",2,2468
"37400",1,4422
"37401",2,2417
"37402",1,1412
"37403",1,1846
"37404",2,2132
"37405",1,1823
"37406",1,2523
"37407",1,5891
"37408",1,2460
"37409",1,200
"37410",1,4286
"37411",1,1803
"37412",1,2520
"37413",1,951
"37414",2,5541
"37415",2,3708
"37416",2,3933
"37417",1,7512
"37418",1,345
"37419",1,3769
"37420",1,3682
"37421",1,916
"37422",1,5250
"37423",1,3349
"37424",2,4058
"37425",1,1498
"37426",1,1125
"37427",1,4527
"37428",2,3497
"37429",2,4253
"37430",1,2430
"37431",1,29113
"37432",1,82
"37433",1,2646
"37434",2,4518
"37435",2,4479
"37436",1,3291
"37437",1,3610
"37438",2,2213
"37439",1,3344
"37440",1,4332
"37441",2,2930
"37442",1,4266
"37443",1,3518
"37444",2,3664
"37445",2,6565
"37446",2,3889
"37447",1,4287
"37448",2,3435
"37449",1,4384
"37450",1,2437
"37451",1,6288
"37452",1,3693
"37453",1,2921
"37454",1,3788
"37455",1,203
"37456",1,17116
"37457",1,4490
"37458",1,4669
"37459",1,322
"37460",1,122
"37461",1,4886
"37462",2,3853
"37463",1,3445
"37464",1,4409
"37465",1,4635
"37466",2,6584
"37467",2,2821
"37468",1,3704
"37469",1,3344
"37470",2,4176
"37471",1,4500
"37472",1,1023
"37473",1,3585
"37474",2,3754
"37475",1,5120
"37476",1,1516
"37477",1,4098
"37478",2,1856
"37479",1,3327
"37480",1,2533
"37481",1,2638
"37482",1,5928
"37483",1,2515
"37484",1,1351
"37485",2,3173
"37486",1,3766
"37487",1,3754
"37488",1,4892
"37489",2,2601
"37490",1,4576
"37491",1,3793
"37492",3,1458
"37493",2,3729
"37494",2,2734
"37495",1,3902
"37496",1,5290
"37497",1,3640
"37498",1,3164
"37499",1,3612
"37500",1,424
"37501",1,4506
"37502",1,3973
"37503",1,401
"37504",1,5349
"37505",1,480
"37506",1,4641
"37507",2,3473
"37508",1,2940
"37509",1,2144
"37510",1,4051
"37511",1,1510
"37512",2,2266
"37513",1,853
"37514",2,3106
"37515",1,2303
"37516",1,372
"37517",2,480
"37518",1,5987
"37519",1,5719
"37520",2,4494
"37521",1,2399
"37522",1,3953
"37523",1,3005
"37524",1,3320
"37525",1,2589
"37526",2,4969
"37527",1,5363
"37528",1,5178
"37529",1,1393
"37530",1,782
"37531",1,1003
"37532",2,4063
"37533",1,141
"37534",1,8040
"37535",1,3417
"37536",2,5804
"37537",1,3243
"37538",1,2453
"37539",1,2167
"37540",1,59
"37541",1,3414
"37542",2,2885
"37543",1,4488
"37544",2,1677
"37545",1,4344
"37546",2,430
"37547",1,2803
"37548",1,201
"37549",1,4916
"37550",2,433
"37551",2,4413
"37552",1,4852
"37553",1,3553
"37554",2,3295
"37555",1,3104
"37556",1,4842
"37557",1,3447
"37558",1,2745
"37559",1,5902
"37560",1,3027
"37561",2,4056
"37562",2,4465
"37563",2,3782
"37564",1,5188
"37565",2,3488
"37566",2,4707
"37567",1,969
"37568",2,2978
"37569",1,4553
"37570",1,4858
"37571",1,3550
"37572",1,5108
"37573",1,13291
"37574",1,4673
"37575",1,2306
"37576",2,3222
"37577",1,3042
"37578",2,6802
"37579",1,3429
"37580",1,1056
"37581",1,4556
"37582",1,716
"37583",1,7091
"37584",1,5001
"37585",1,1793
"37586",1,5043
"37587",1,356
"37588",2,3169
"37589",2,2746
"37590",1,3530
"37591",1,2386
"37592",2,851
"37593",1,3253
"37594",1,3271
"37595",1,3266
"37596",1,1103
"37597",2,2476
"37598",1,2381
"37599",1,4175
"37600",1,3140
"37601",1,4138
"37602",1,2781
"37603",1,3222
"37604",1,3715
"37605",1,1131
"37606",1,5555
"37607",1,3403
"37608",1,3333
"37609",1,5958
"37610",2,2270
"37611",1,2082
"37612",1,4505
"37613",1,3599
"37614",1,4322
"37615",1,552
"37616",1,2661
"37617",2,2415
"37618",1,3729
"37619",1,2828
"37620",2,3325
"37621",2,774
"37622",1,2584
"37623",1,3072
"37624",1,5936
"37625",1,5551
"37626",1,3273
"37627",1,4455
"37628",1,1476
"37629",1,966
"37630",1,5311
"37631",2,2251
"37632",1,4709
"37633",2,3707
"37634",1,6317
"37635",1,3625
"37636",1,3155
"37637",1,3344
"37638",2,1034
"37639",2,1986
"37640",1,3233
"37641",1,3513
"37642",1,3367
"37643",2,3144
"37644",1,1357
"37645",1,2781
"37646",1,3170
"37647",1,122
"37648",1,336
"37649",3,1386
"37650",1,5510
"37651",1,2482
"37652",1,3887
"37653",1,23606
"37654",1,4361
"37655",2,4352
"37656",2,3304
"37657",1,3172
"37658",1,3903
"37659",1,3981
"37660",2,962
"37661",1,1399
"37662",1,239
"37663",1,1741
"37664",1,4888
"37665",1,3544
"37666",1,339
"37667",1,3177
"37668",1,3179
"37669",2,3637
"37670",1,1033
"37671",2,2401
"37672",2,3019
"37673",2,4658
"37674",1,485
"37675",1,4990
"37676",1,3791
"37677",1,4214
"37678",2,908
"37679",1,3475
"37680",1,3053
"37681",1,489
"37682",2,1564
"37683",1,2157
"37684",1,588
"37685",1,2951
"37686",1,3080
"37687",1,3376
"37688",1,5534
"37689",1,689
"37690",1,3598
"37691",1,5056
"37692",1,3385
"37693",2,2686
"37694",1,4880
"37695",1,3830
"37696",2,2724
"37697",2,2448
"37698",2,3418
"37699",1,135
"37700",2,5668
"37701",1,1845
"37702",1,1883
"37703",1,4738
"37704",1,4627
"37705",1,3285
"37706",2,3887
"37707",1,1548
"37708",1,539
"37709",2,1899
"37710",1,3062
"37711",1,4918
"37712",1,4444
"37713",1,5044
"37714",1,3792
"37715",1,3737
"37716",1,4284
"37717",1,1821
"37718",2,1768
"37719",2,3729
"37720",1,4127
"37721",1,5854
"37722",1,3455
"37723",2,414
"37724",1,825
"37725",1,4076
"37726",1,3162
"37727",1,4737
"37728",1,3839
"37729",2,6194
"37730",2,1225
"37731",2,3176
"37732",1,3935
"37733",1,4264
"37734",1,1036
"37735",1,461
"37736",2,1971
"37737",2,2509
"37738",1,1026
"37739",1,2457
"37740",1,1996
"37741",1,2416
"37742",2,2782
"37743",1,3195
"37744",1,2691
"37745",1,6160
"37746",2,2809
"37747",1,3946
"37748",1,4561
"37749",1,4381
"37750",2,1528
"37751",1,3582
"37752",1,278
"37753",1,4774
"37754",1,4126
"37755",1,3497
"37756",2,2452
"37757",2,453
"37758",2,1033
"37759",1,688
"37760",1,2904
"37761",1,2901
"37762",1,4693
"37763",1,3133
"37764",2,2701
"37765",2,448
"37766",2,3586
"37767",2,2516
"37768",1,5485
"37769",2,2998
"37770",2,497
"37771",1,3922
"37772",1,2737
"37773",1,1764
"37774",1,2574
"37775",2,4935
"37776",2,3300
"37777",2,3004
"37778",2,3749
"37779",1,2325
"37780",1,4519
"37781",1,2918
"37782",1,5512
"37783",2,2348
"37784",1,4209
"37785",1,3507
"37786",2,2328
"37787",1,7166
"37788",1,742
"37789",1,3535
"37790",2,4703
"37791",1,2812
"37792",1,4387
"37793",1,5747
"37794",1,5378
